RespID,Choice_0,CostL_0,CostR_0,TimeL_0,TimeR_0,Choice_1,CostL_1,CostR_1,TimeL_1,TimeR_1,Choice_2,CostL_2,CostR_2,TimeL_2,TimeR_2,Choice_3,CostL_3,CostR_3,TimeL_3,TimeR_3,Choice_4,CostL_4,CostR_4,TimeL_4,TimeR_4,Choice_5,CostL_5,CostR_5,TimeL_5,TimeR_5,Choice_6,CostL_6,CostR_6,TimeL_6,TimeR_6,Choice_7,CostL_7,CostR_7,TimeL_7,TimeR_7,Choice_8,CostL_8,CostR_8,TimeL_8,TimeR_8,Choice_9,CostL_9,CostR_9,TimeL_9,TimeR_9,Choice_10,CostL_10,CostR_10,TimeL_10,TimeR_10,BaseCost,Gender,AgeClass,Mode,BaseTime,TravTimeClass,Purpose,IncClass
131,2.0,0.0,-2.0,60.0,80.0,2.0,-2.0,0.0,70.0,60.0,1.0,0.0,2.5,60.0,50.0,1.0,3.0,0.0,40.0,60.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,-2.0,40.0,70.0,1.0,-3.0,0.0,60.0,50.0,2.0,6.0,0.0,60.0,70.0,2.0,2.0,-2.0,50.0,60.0,1.0,0.0,4.0,70.0,40.0,2.0,-1.5,2.0,80.0,60.0,0,1,2,1,60,2,2,5
134,1.0,0.0,-2.0,60.0,80.0,2.0,-2.0,0.0,70.0,60.0,2.0,0.0,2.5,60.0,50.0,1.0,3.0,0.0,40.0,60.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,-2.0,40.0,70.0,2.0,-3.0,0.0,60.0,50.0,1.0,2.0,-2.0,50.0,60.0,2.0,0.0,4.0,70.0,40.0,1.0,6.0,0.0,60.0,70.0,2.0,-1.5,2.0,80.0,60.0,0,1,3,1,60,2,3,6
141,1.0,0.0,-1.0,45.0,55.0,2.0,3.0,0.0,45.0,50.0,2.0,-0.75,1.0,55.0,45.0,2.0,1.0,-1.0,40.0,45.0,2.0,-1.5,0.0,45.0,40.0,2.0,0.0,2.0,50.0,35.0,2.0,-0.25,0.25,55.0,35.0,1.0,1.5,0.0,35.0,45.0,1.0,0.0,1.25,45.0,40.0,2.0,-1.0,0.0,50.0,45.0,1.0,0.0,-1.0,35.0,50.0,0,1,2,1,45,1,2,7
145,2.0,1.0,-1.0,35.0,40.0,2.0,3.0,0.0,40.0,45.0,2.0,-0.75,1.0,50.0,40.0,1.0,0.0,2.0,45.0,30.0,1.0,-1.5,0.0,40.0,35.0,1.0,0.0,-1.0,30.0,45.0,2.0,-0.25,0.25,50.0,30.0,2.0,1.5,0.0,30.0,40.0,1.0,0.0,1.25,40.0,35.0,2.0,-1.0,0.0,45.0,40.0,1.0,0.0,-1.0,40.0,50.0,0,1,3,1,40,1,2,6
149,2.0,3.0,0.0,20.0,25.0,2.0,-0.75,1.0,30.0,20.0,1.0,0.0,2.0,25.0,10.0,2.0,1.0,-1.0,15.0,20.0,1.0,-1.5,0.0,20.0,15.0,1.0,0.0,-1.0,10.0,25.0,2.0,1.5,0.0,10.0,20.0,1.0,0.0,1.25,20.0,15.0,1.0,0.0,-1.0,20.0,30.0,1.0,-1.0,0.0,25.0,20.0,2.0,-0.25,0.25,30.0,10.0,0,2,2,1,20,1,1,6
150,1.0,0.0,-4.0,240.0,280.0,1.0,0.0,5.0,240.0,220.0,2.0,6.0,0.0,200.0,240.0,2.0,-1.0,1.0,280.0,200.0,2.0,0.0,-4.0,200.0,260.0,1.0,-6.0,0.0,240.0,220.0,2.0,4.0,-4.0,220.0,240.0,1.0,0.0,8.0,260.0,200.0,1.0,-3.0,4.0,280.0,240.0,2.0,12.0,0.0,240.0,260.0,2.0,-4.0,0.0,260.0,240.0,0,1,4,1,240,4,3,3
152,2.0,6.0,0.0,60.0,70.0,1.0,-1.5,2.0,80.0,60.0,1.0,0.0,4.0,70.0,40.0,2.0,2.0,-2.0,50.0,60.0,1.0,-3.0,0.0,60.0,50.0,2.0,0.0,-2.0,40.0,70.0,2.0,3.0,0.0,40.0,60.0,1.0,0.0,2.5,60.0,50.0,1.0,-2.0,0.0,70.0,60.0,2.0,0.0,-2.0,60.0,80.0,2.0,-0.5,0.5,80.0,40.0,0,1,4,1,60,2,3,8
153,2.0,1.0,-1.0,40.0,45.0,1.0,-1.5,0.0,45.0,40.0,1.0,0.0,-1.0,35.0,50.0,2.0,-0.25,0.25,55.0,35.0,2.0,1.5,0.0,35.0,45.0,1.0,0.0,1.25,45.0,40.0,1.0,-1.0,0.0,50.0,45.0,1.0,0.0,-1.0,45.0,55.0,2.0,3.0,0.0,45.0,50.0,1.0,0.0,2.0,50.0,35.0,1.0,-0.75,1.0,55.0,45.0,0,1,3,1,45,1,2,8
154,1.0,-0.75,1.0,55.0,45.0,1.0,0.0,-1.0,45.0,55.0,1.0,-1.0,0.0,50.0,45.0,1.0,0.0,1.25,45.0,40.0,2.0,1.5,0.0,35.0,45.0,2.0,-0.25,0.25,55.0,35.0,1.0,0.0,-1.0,35.0,50.0,2.0,-1.5,0.0,45.0,40.0,2.0,1.0,-1.0,40.0,45.0,1.0,0.0,2.0,50.0,35.0,2.0,3.0,0.0,45.0,50.0,0,2,2,1,45,1,3,3
158,1.0,3.0,0.0,30.0,35.0,2.0,-0.75,1.0,40.0,30.0,2.0,0.0,2.0,35.0,20.0,1.0,1.0,-1.0,25.0,30.0,2.0,-1.5,0.0,30.0,25.0,1.0,1.5,0.0,20.0,30.0,2.0,-0.25,0.25,40.0,20.0,2.0,0.0,1.25,30.0,25.0,1.0,0.0,-1.0,30.0,40.0,1.0,0.0,-1.0,20.0,35.0,2.0,-1.0,0.0,35.0,30.0,0,2,2,1,30,1,2,6
159,1.0,0.0,4.0,70.0,40.0,2.0,6.0,0.0,60.0,70.0,2.0,2.0,-2.0,50.0,60.0,2.0,-1.5,2.0,80.0,60.0,2.0,-3.0,0.0,60.0,50.0,2.0,0.0,2.5,60.0,50.0,2.0,-0.5,0.5,80.0,40.0,2.0,3.0,0.0,40.0,60.0,2.0,-2.0,0.0,70.0,60.0,1.0,0.0,-2.0,60.0,80.0,1.0,0.0,-2.0,40.0,70.0,0,1,3,1,60,2,2,7
160,2.0,6.0,0.0,60.0,70.0,2.0,-1.5,2.0,80.0,60.0,1.0,0.0,4.0,70.0,40.0,2.0,2.0,-2.0,50.0,60.0,2.0,-3.0,0.0,60.0,50.0,1.0,0.0,-2.0,40.0,70.0,2.0,3.0,0.0,40.0,60.0,1.0,0.0,2.5,60.0,50.0,2.0,-2.0,0.0,70.0,60.0,1.0,0.0,-2.0,60.0,80.0,2.0,-0.5,0.5,80.0,40.0,0,1,2,1,60,2,2,6
163,2.0,6.0,0.0,55.0,65.0,1.0,0.0,-2.0,35.0,65.0,1.0,2.0,-2.0,45.0,55.0,2.0,-3.0,0.0,55.0,45.0,2.0,-0.5,0.5,75.0,35.0,2.0,0.0,4.0,65.0,35.0,2.0,0.0,2.5,55.0,45.0,2.0,-2.0,0.0,65.0,55.0,1.0,0.0,-2.0,55.0,75.0,2.0,-1.5,2.0,75.0,55.0,1.0,3.0,0.0,35.0,55.0,0,1,4,1,55,2,2,8
164,2.0,6.0,0.0,90.0,100.0,2.0,-1.5,2.0,110.0,90.0,1.0,0.0,4.0,100.0,70.0,2.0,2.0,-2.0,80.0,90.0,2.0,-3.0,0.0,90.0,80.0,1.0,0.0,-2.0,70.0,100.0,2.0,-0.5,0.5,110.0,70.0,2.0,0.0,2.5,90.0,80.0,2.0,-2.0,0.0,100.0,90.0,1.0,0.0,-2.0,90.0,110.0,1.0,3.0,0.0,70.0,90.0,0,1,3,1,90,2,2,6
171,2.0,-1.0,0.0,43.0,38.0,1.0,0.0,1.25,38.0,33.0,1.0,1.5,0.0,28.0,38.0,2.0,-0.25,0.25,48.0,28.0,1.0,0.0,-1.0,28.0,43.0,2.0,-1.5,0.0,38.0,33.0,2.0,1.0,-1.0,33.0,38.0,2.0,0.0,2.0,43.0,28.0,1.0,-0.75,1.0,48.0,38.0,2.0,3.0,0.0,38.0,43.0,2.0,0.0,-1.0,38.0,48.0,0,1,3,1,38,1,3,8
173,1.0,0.0,-3.0,90.0,135.0,2.0,9.0,0.0,120.0,135.0,2.0,3.0,-3.0,105.0,120.0,2.0,-4.5,0.0,120.0,105.0,2.0,-2.25,3.0,150.0,120.0,1.0,0.0,6.0,135.0,90.0,2.0,4.5,0.0,90.0,120.0,1.0,0.0,3.75,120.0,105.0,2.0,-3.0,0.0,135.0,120.0,1.0,0.0,-3.0,120.0,150.0,2.0,-0.75,0.75,150.0,90.0,0,1,3,1,120,3,3,6
176,2.0,6.0,0.0,60.0,70.0,1.0,-1.5,2.0,80.0,60.0,1.0,0.0,4.0,70.0,40.0,2.0,2.0,-2.0,50.0,60.0,1.0,-3.0,0.0,60.0,50.0,1.0,0.0,-2.0,40.0,70.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,2.5,60.0,50.0,1.0,-2.0,0.0,70.0,60.0,1.0,0.0,-2.0,60.0,80.0,2.0,3.0,0.0,40.0,60.0,0,1,4,1,60,2,3,6
177,1.0,0.0,-2.0,55.0,75.0,1.0,0.0,4.0,65.0,35.0,1.0,-2.0,0.0,65.0,55.0,1.0,0.0,2.5,55.0,45.0,2.0,3.0,0.0,35.0,55.0,2.0,-0.5,0.5,75.0,35.0,1.0,0.0,-2.0,35.0,65.0,1.0,-3.0,0.0,55.0,45.0,2.0,2.0,-2.0,45.0,55.0,2.0,-1.5,2.0,75.0,55.0,2.0,6.0,0.0,55.0,65.0,0,1,2,1,55,2,2,5
178,2.0,-0.5,0.5,75.0,35.0,1.0,0.0,-2.0,55.0,75.0,1.0,6.0,0.0,55.0,65.0,2.0,-1.5,2.0,75.0,55.0,2.0,0.0,4.0,65.0,35.0,1.0,2.0,-2.0,45.0,55.0,2.0,-3.0,0.0,55.0,45.0,1.0,0.0,-2.0,35.0,65.0,1.0,3.0,0.0,35.0,55.0,2.0,-2.0,0.0,65.0,55.0,2.0,0.0,2.5,55.0,45.0,0,1,3,1,55,2,2,8
179,1.0,0.0,-1.0,25.0,35.0,2.0,-1.5,0.0,25.0,20.0,1.0,0.0,-1.0,15.0,30.0,2.0,-0.25,0.25,35.0,15.0,1.0,1.5,0.0,15.0,25.0,2.0,0.0,1.25,25.0,20.0,2.0,-1.0,0.0,30.0,25.0,2.0,1.0,-1.0,20.0,25.0,2.0,3.0,0.0,25.0,30.0,2.0,-0.75,1.0,35.0,25.0,2.0,0.0,2.0,30.0,15.0,0,1,5,1,25,1,3,8
182,2.0,-2.25,3.0,140.0,110.0,1.0,9.0,0.0,110.0,125.0,2.0,-3.0,0.0,125.0,110.0,2.0,0.0,3.75,110.0,95.0,1.0,4.5,0.0,80.0,110.0,2.0,-0.75,0.75,140.0,80.0,1.0,0.0,-3.0,80.0,125.0,2.0,-4.5,0.0,110.0,95.0,1.0,3.0,-3.0,95.0,110.0,1.0,0.0,-3.0,110.0,140.0,2.0,0.0,6.0,125.0,80.0,0,1,2,1,110,3,3,8
183,2.0,2.0,-2.0,65.0,75.0,1.0,-3.0,0.0,75.0,65.0,2.0,-2.0,0.0,85.0,75.0,2.0,3.0,0.0,55.0,75.0,1.0,0.0,2.5,75.0,65.0,1.0,0.0,4.0,85.0,55.0,2.0,-0.5,0.5,95.0,55.0,1.0,-1.5,2.0,95.0,75.0,2.0,0.0,-2.0,55.0,85.0,2.0,6.0,0.0,75.0,85.0,1.0,0.0,-2.0,75.0,95.0,0,1,4,1,75,2,2,7
184,1.0,0.0,-2.0,75.0,95.0,2.0,-1.5,2.0,95.0,75.0,2.0,0.0,4.0,85.0,55.0,1.0,2.0,-2.0,65.0,75.0,1.0,-3.0,0.0,75.0,65.0,2.0,6.0,0.0,75.0,85.0,2.0,-0.5,0.5,95.0,55.0,1.0,3.0,0.0,55.0,75.0,1.0,-2.0,0.0,85.0,75.0,1.0,0.0,-2.0,55.0,85.0,1.0,0.0,2.5,75.0,65.0,0,1,3,1,75,2,2,8
185,2.0,0.0,2.5,50.0,40.0,1.0,0.0,-2.0,50.0,70.0,1.0,6.0,0.0,50.0,60.0,2.0,-1.5,2.0,70.0,50.0,2.0,0.0,4.0,60.0,30.0,1.0,2.0,-2.0,40.0,50.0,2.0,-3.0,0.0,50.0,40.0,1.0,0.0,-2.0,30.0,60.0,2.0,-0.5,0.5,70.0,30.0,1.0,3.0,0.0,30.0,50.0,2.0,-2.0,0.0,60.0,50.0,0,1,2,1,50,2,2,8
186,1.0,-4.5,0.0,105.0,90.0,1.0,0.0,-3.0,75.0,120.0,2.0,-0.75,0.75,135.0,75.0,2.0,4.5,0.0,75.0,105.0,1.0,0.0,3.75,105.0,90.0,2.0,-3.0,0.0,120.0,105.0,1.0,0.0,-3.0,105.0,135.0,1.0,0.0,6.0,120.0,75.0,2.0,-2.25,3.0,135.0,105.0,2.0,9.0,0.0,105.0,120.0,2.0,3.0,-3.0,90.0,105.0,0,1,3,1,105,3,3,5
188,2.0,3.0,0.0,45.0,50.0,1.0,-0.75,1.0,55.0,45.0,2.0,1.0,-1.0,40.0,45.0,2.0,-1.5,0.0,45.0,40.0,1.0,0.0,2.0,50.0,35.0,2.0,-0.25,0.25,55.0,35.0,1.0,1.5,0.0,35.0,45.0,1.0,0.0,-1.0,45.0,55.0,1.0,0.0,1.25,45.0,40.0,2.0,-1.0,0.0,50.0,45.0,1.0,0.0,-1.0,35.0,50.0,0,1,4,1,45,1,3,5
189,2.0,6.0,0.0,70.0,80.0,1.0,-1.5,2.0,90.0,70.0,1.0,0.0,4.0,80.0,50.0,2.0,2.0,-2.0,60.0,70.0,1.0,-3.0,0.0,70.0,60.0,2.0,0.0,-2.0,50.0,80.0,2.0,3.0,0.0,50.0,70.0,1.0,0.0,2.5,70.0,60.0,2.0,-2.0,0.0,80.0,70.0,1.0,0.0,-2.0,70.0,90.0,2.0,-0.5,0.5,90.0,50.0,0,2,4,1,70,2,3,1
190,1.0,1.0,-1.0,30.0,35.0,1.0,3.0,0.0,35.0,40.0,2.0,0.0,2.0,40.0,25.0,2.0,-1.5,0.0,35.0,30.0,2.0,-0.75,1.0,45.0,35.0,2.0,-0.25,0.25,45.0,25.0,1.0,1.5,0.0,25.0,35.0,2.0,0.0,1.25,35.0,30.0,1.0,0.0,-1.0,25.0,40.0,2.0,-1.0,0.0,40.0,35.0,1.0,0.0,-1.0,35.0,45.0,0,1,3,1,35,1,3,8
192,2.0,6.0,0.0,80.0,90.0,2.0,0.0,4.0,90.0,60.0,2.0,2.0,-2.0,70.0,80.0,1.0,-3.0,0.0,80.0,70.0,1.0,0.0,-2.0,60.0,90.0,2.0,-0.5,0.5,100.0,60.0,2.0,3.0,0.0,60.0,80.0,1.0,0.0,2.5,80.0,70.0,2.0,-1.5,2.0,100.0,80.0,1.0,0.0,-2.0,80.0,100.0,2.0,-2.0,0.0,90.0,80.0,0,1,2,1,80,2,2,6
195,2.0,-3.0,0.0,80.0,70.0,2.0,2.0,-2.0,70.0,80.0,1.0,0.0,4.0,90.0,60.0,2.0,-1.5,2.0,100.0,80.0,2.0,6.0,0.0,80.0,90.0,2.0,3.0,0.0,60.0,80.0,1.0,0.0,2.5,80.0,70.0,2.0,-2.0,0.0,90.0,80.0,1.0,-0.5,0.5,100.0,60.0,1.0,0.0,-2.0,60.0,90.0,1.0,0.0,-2.0,80.0,100.0,0,1,4,1,80,2,2,5
196,2.0,3.0,0.0,30.0,50.0,1.0,0.0,-2.0,50.0,70.0,1.0,-2.0,0.0,60.0,50.0,1.0,0.0,2.5,50.0,40.0,2.0,-0.5,0.5,70.0,30.0,1.0,0.0,-2.0,30.0,60.0,1.0,-1.5,2.0,70.0,50.0,2.0,2.0,-2.0,40.0,50.0,1.0,0.0,4.0,60.0,30.0,2.0,6.0,0.0,50.0,60.0,2.0,-3.0,0.0,50.0,40.0,0,2,2,1,50,2,2,1
197,1.0,0.0,-3.0,90.0,135.0,2.0,-4.5,0.0,120.0,105.0,2.0,-0.75,0.75,150.0,90.0,1.0,4.5,0.0,90.0,120.0,1.0,0.0,3.75,120.0,105.0,2.0,-3.0,0.0,135.0,120.0,1.0,0.0,-3.0,120.0,150.0,2.0,3.0,-3.0,105.0,120.0,2.0,0.0,6.0,135.0,90.0,2.0,9.0,0.0,120.0,135.0,2.0,-2.25,3.0,150.0,120.0,0,2,2,1,120,3,3,5
205,1.0,-1.0,0.0,40.0,35.0,1.0,0.0,1.25,35.0,30.0,2.0,1.5,0.0,25.0,35.0,2.0,-0.25,0.25,45.0,25.0,2.0,0.0,-1.0,25.0,40.0,1.0,-1.5,0.0,35.0,30.0,2.0,1.0,-1.0,30.0,35.0,1.0,0.0,2.0,40.0,25.0,1.0,-0.75,1.0,45.0,35.0,2.0,3.0,0.0,35.0,40.0,1.0,0.0,-1.0,35.0,45.0,0,1,2,1,35,1,2,5
206,2.0,6.0,0.0,65.0,75.0,2.0,-1.5,2.0,85.0,65.0,2.0,0.0,4.0,75.0,45.0,2.0,0.0,2.5,65.0,55.0,2.0,-3.0,0.0,65.0,55.0,1.0,0.0,-2.0,45.0,75.0,2.0,-0.5,0.5,85.0,45.0,1.0,3.0,0.0,45.0,65.0,1.0,0.0,-2.0,65.0,85.0,2.0,2.0,-2.0,55.0,65.0,2.0,-2.0,0.0,75.0,65.0,0,1,2,1,65,2,2,7
207,1.0,-2.0,0.0,70.0,60.0,1.0,0.0,2.5,60.0,50.0,1.0,3.0,0.0,40.0,60.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,-2.0,40.0,70.0,1.0,-3.0,0.0,60.0,50.0,2.0,2.0,-2.0,50.0,60.0,1.0,0.0,4.0,70.0,40.0,2.0,-1.5,2.0,80.0,60.0,2.0,6.0,0.0,60.0,70.0,1.0,0.0,-2.0,60.0,80.0,0,1,2,1,60,2,2,3
208,2.0,2.0,-2.0,50.0,60.0,1.0,-3.0,0.0,60.0,50.0,2.0,0.0,-2.0,40.0,70.0,1.0,0.0,-2.0,60.0,80.0,2.0,3.0,0.0,40.0,60.0,1.0,0.0,2.5,60.0,50.0,2.0,-2.0,0.0,70.0,60.0,2.0,-1.5,2.0,80.0,60.0,2.0,-0.5,0.5,80.0,40.0,2.0,6.0,0.0,60.0,70.0,1.0,0.0,4.0,70.0,40.0,0,1,2,1,60,2,3,5
209,1.0,-0.75,1.0,40.0,30.0,1.0,0.0,2.0,35.0,20.0,2.0,1.0,-1.0,25.0,30.0,1.0,0.0,-1.0,20.0,35.0,2.0,-0.25,0.25,40.0,20.0,2.0,1.5,0.0,20.0,30.0,1.0,0.0,1.25,30.0,25.0,1.0,-1.0,0.0,35.0,30.0,1.0,0.0,-1.0,30.0,40.0,2.0,3.0,0.0,30.0,35.0,1.0,-1.5,0.0,30.0,25.0,0,1,2,1,30,1,2,6
210,1.0,0.0,-4.0,145.0,185.0,1.0,0.0,5.0,145.0,125.0,2.0,12.0,0.0,145.0,165.0,2.0,-3.0,4.0,185.0,145.0,1.0,0.0,8.0,165.0,105.0,2.0,4.0,-4.0,125.0,145.0,1.0,-4.0,0.0,165.0,145.0,1.0,0.0,-4.0,105.0,165.0,1.0,-1.0,1.0,185.0,105.0,2.0,6.0,0.0,105.0,145.0,1.0,-6.0,0.0,145.0,125.0,0,1,4,1,145,4,2,5
213,2.0,6.0,0.0,60.0,70.0,2.0,0.0,4.0,70.0,40.0,2.0,2.0,-2.0,50.0,60.0,1.0,0.0,-2.0,40.0,70.0,2.0,-0.5,0.5,80.0,40.0,1.0,3.0,0.0,40.0,60.0,1.0,0.0,2.5,60.0,50.0,2.0,-2.0,0.0,70.0,60.0,1.0,0.0,-2.0,60.0,80.0,2.0,-1.5,2.0,80.0,60.0,1.0,-3.0,0.0,60.0,50.0,0,1,2,1,60,2,1,6
216,2.0,0.0,2.5,90.0,80.0,1.0,3.0,0.0,70.0,90.0,2.0,-0.5,0.5,110.0,70.0,1.0,0.0,-2.0,70.0,100.0,2.0,-3.0,0.0,90.0,80.0,1.0,2.0,-2.0,80.0,90.0,2.0,0.0,4.0,100.0,70.0,2.0,-1.5,2.0,110.0,90.0,2.0,-2.0,0.0,100.0,90.0,1.0,0.0,-2.0,90.0,110.0,1.0,6.0,0.0,90.0,100.0,0,1,2,1,90,2,2,6
217,1.0,1.5,0.0,35.0,45.0,2.0,-0.25,0.25,55.0,35.0,2.0,-1.5,0.0,45.0,40.0,2.0,1.0,-1.0,40.0,45.0,2.0,0.0,2.0,50.0,35.0,1.0,0.0,-1.0,45.0,55.0,2.0,-0.75,1.0,55.0,45.0,2.0,3.0,0.0,45.0,50.0,1.0,0.0,1.25,45.0,40.0,2.0,-1.0,0.0,50.0,45.0,1.0,0.0,-1.0,35.0,50.0,0,1,3,1,45,1,1,7
219,2.0,6.0,0.0,55.0,65.0,2.0,-2.0,0.0,65.0,55.0,1.0,0.0,2.5,55.0,45.0,2.0,3.0,0.0,35.0,55.0,2.0,-0.5,0.5,75.0,35.0,1.0,0.0,-2.0,55.0,75.0,1.0,-3.0,0.0,55.0,45.0,2.0,2.0,-2.0,45.0,55.0,1.0,0.0,4.0,65.0,35.0,2.0,-1.5,2.0,75.0,55.0,1.0,0.0,-2.0,35.0,65.0,0,1,3,1,55,2,2,8
220,2.0,3.0,0.0,30.0,35.0,2.0,-0.75,1.0,40.0,30.0,2.0,1.0,-1.0,25.0,30.0,2.0,-1.5,0.0,30.0,25.0,1.0,0.0,2.0,35.0,20.0,2.0,-0.25,0.25,40.0,20.0,2.0,1.5,0.0,20.0,30.0,1.0,0.0,1.25,30.0,25.0,2.0,-1.0,0.0,35.0,30.0,1.0,0.0,-1.0,30.0,40.0,1.0,0.0,-1.0,20.0,35.0,0,1,2,1,30,1,1,8
221,1.0,0.0,-2.0,60.0,80.0,2.0,-2.0,0.0,70.0,60.0,2.0,0.0,2.5,60.0,50.0,1.0,3.0,0.0,40.0,60.0,1.0,0.0,-2.0,40.0,70.0,2.0,-3.0,0.0,60.0,50.0,1.0,2.0,-2.0,50.0,60.0,2.0,0.0,4.0,70.0,40.0,2.0,-1.5,2.0,80.0,60.0,1.0,6.0,0.0,60.0,70.0,2.0,-0.5,0.5,80.0,40.0,0,1,2,1,60,2,1,7
223,2.0,6.0,0.0,60.0,70.0,2.0,-1.5,2.0,80.0,60.0,1.0,0.0,-2.0,60.0,80.0,2.0,-2.0,0.0,70.0,60.0,2.0,0.0,2.5,60.0,50.0,2.0,0.0,4.0,70.0,40.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,-2.0,40.0,70.0,2.0,-3.0,0.0,60.0,50.0,1.0,2.0,-2.0,50.0,60.0,1.0,3.0,0.0,40.0,60.0,0,2,2,1,60,2,1,7
224,1.0,6.0,0.0,75.0,85.0,2.0,-1.5,2.0,95.0,75.0,2.0,0.0,4.0,85.0,55.0,1.0,2.0,-2.0,65.0,75.0,2.0,-3.0,0.0,75.0,65.0,1.0,0.0,-2.0,55.0,85.0,2.0,-0.5,0.5,95.0,55.0,1.0,3.0,0.0,55.0,75.0,2.0,0.0,2.5,75.0,65.0,2.0,-2.0,0.0,85.0,75.0,1.0,0.0,-2.0,75.0,95.0,0,1,3,1,75,2,1,7
228,2.0,0.0,4.0,85.0,55.0,1.0,2.0,-2.0,65.0,75.0,2.0,-3.0,0.0,75.0,65.0,1.0,0.0,-2.0,55.0,85.0,2.0,-1.5,2.0,95.0,75.0,1.0,3.0,0.0,55.0,75.0,1.0,0.0,2.5,75.0,65.0,2.0,-2.0,0.0,85.0,75.0,2.0,6.0,0.0,75.0,85.0,2.0,-0.5,0.5,95.0,55.0,1.0,0.0,-2.0,75.0,95.0,0,1,3,1,75,2,1,8
230,1.0,0.0,4.0,95.0,65.0,2.0,2.0,-2.0,75.0,85.0,1.0,-3.0,0.0,85.0,75.0,2.0,0.0,-2.0,65.0,95.0,1.0,-0.5,0.5,105.0,65.0,2.0,3.0,0.0,65.0,85.0,1.0,0.0,2.5,85.0,75.0,1.0,-2.0,0.0,95.0,85.0,1.0,0.0,-2.0,85.0,105.0,2.0,6.0,0.0,85.0,95.0,1.0,-1.5,2.0,105.0,85.0,0,2,3,1,85,2,2,7
233,2.0,0.0,2.5,75.0,65.0,2.0,-0.5,0.5,95.0,55.0,1.0,0.0,-2.0,55.0,85.0,2.0,-3.0,0.0,75.0,65.0,1.0,2.0,-2.0,65.0,75.0,1.0,0.0,4.0,85.0,55.0,2.0,-1.5,2.0,95.0,75.0,2.0,6.0,0.0,75.0,85.0,1.0,0.0,-2.0,75.0,95.0,1.0,3.0,0.0,55.0,75.0,1.0,-2.0,0.0,85.0,75.0,0,1,4,1,75,2,1,5
238,2.0,-1.5,0.0,45.0,40.0,1.0,1.5,0.0,35.0,45.0,2.0,-0.25,0.25,55.0,35.0,1.0,0.0,-1.0,35.0,50.0,1.0,0.0,-1.0,45.0,55.0,1.0,1.0,-1.0,40.0,45.0,2.0,0.0,2.0,50.0,35.0,2.0,-0.75,1.0,55.0,45.0,2.0,3.0,0.0,45.0,50.0,2.0,0.0,1.25,45.0,40.0,2.0,-1.0,0.0,50.0,45.0,0,1,2,1,45,1,1,6
244,1.0,0.0,-2.0,60.0,80.0,2.0,0.0,2.5,60.0,50.0,2.0,-0.5,0.5,80.0,40.0,1.0,0.0,-2.0,40.0,70.0,2.0,-3.0,0.0,60.0,50.0,1.0,2.0,-2.0,50.0,60.0,2.0,0.0,4.0,70.0,40.0,2.0,-1.5,2.0,80.0,60.0,1.0,6.0,0.0,60.0,70.0,2.0,-2.0,0.0,70.0,60.0,1.0,3.0,0.0,40.0,60.0,0,1,2,1,60,2,2,7
249,2.0,1.5,0.0,30.0,40.0,2.0,-0.25,0.25,50.0,30.0,1.0,-1.5,0.0,40.0,35.0,2.0,1.0,-1.0,35.0,40.0,1.0,0.0,2.0,45.0,30.0,1.0,-0.75,1.0,50.0,40.0,2.0,3.0,0.0,40.0,45.0,1.0,0.0,1.25,40.0,35.0,1.0,0.0,-1.0,40.0,50.0,1.0,-1.0,0.0,45.0,40.0,1.0,0.0,-1.0,30.0,45.0,0,2,2,1,40,1,1,5
254,1.0,0.0,-1.0,45.0,55.0,2.0,3.0,0.0,45.0,50.0,2.0,1.0,-1.0,40.0,45.0,2.0,-1.5,0.0,45.0,40.0,1.0,0.0,-1.0,35.0,50.0,2.0,-0.75,1.0,55.0,45.0,2.0,-0.25,0.25,55.0,35.0,1.0,1.5,0.0,35.0,45.0,2.0,0.0,1.25,45.0,40.0,2.0,-1.0,0.0,50.0,45.0,2.0,0.0,2.0,50.0,35.0,0,1,3,1,45,1,2,7
256,1.0,0.0,-2.0,90.0,110.0,1.0,0.0,4.0,100.0,70.0,2.0,2.0,-2.0,80.0,90.0,2.0,-3.0,0.0,90.0,80.0,1.0,0.0,-2.0,70.0,100.0,2.0,-0.5,0.5,110.0,70.0,2.0,3.0,0.0,70.0,90.0,1.0,0.0,2.5,90.0,80.0,2.0,-2.0,0.0,100.0,90.0,1.0,-1.5,2.0,110.0,90.0,2.0,6.0,0.0,90.0,100.0,0,1,4,1,90,2,2,5
259,2.0,-1.5,2.0,75.0,55.0,1.0,0.0,4.0,65.0,35.0,1.0,0.0,-2.0,55.0,75.0,2.0,-2.0,0.0,65.0,55.0,1.0,0.0,2.5,55.0,45.0,1.0,3.0,0.0,35.0,55.0,1.0,0.0,-2.0,35.0,65.0,2.0,6.0,0.0,55.0,65.0,2.0,-0.5,0.5,75.0,35.0,2.0,-3.0,0.0,55.0,45.0,2.0,2.0,-2.0,45.0,55.0,0,1,2,1,55,2,2,6
